R_N,R_L,R_M,R_P,Lam_min,Lam_max,M_s1, M_s2, M_s3, M_s4, M_s5, M_s6, M_s7, M_s8, M_s9, M_s10, M_s11, M_s12,P_s1, P_s2, P_s3, P_s4, P_s5, P_s6, P_s7, P_s8, P_s9, P_s10, P_s11, P_s12,M_u1, M_u2, M_u3, M_u4, M_u5, M_u6, M_u7, M_u8, M_u9, M_u10, M_u11, M_u12,P_u1, P_u2, P_u3, P_u4, P_u5, P_u6, P_u7, P_u8, P_u9, P_u10, P_u11, P_u12
0.04225352112676056,0.042484084311106694,0.2488590326215995,nan,-1.0,1.001637316936072,0.00015708189894946738, 0.00021960210507972002, 0.0003093703783727235, 0.0001413356432931556, 0.00021643295337052054, 0.0002559818220688081, 0.0006757489706288855, 0.0013923029810665132, 0.001570699143909917, 0.001272634534746439, 0.0009151277002196024, 0.0005937662782053728,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0009183856229629314, 0.0016598245616717693, 0.001497117123672274, 0.0011512966285076101, 0.0009511642603510233, 0.0014896313683550782, 0.0037921723306825524, 0.008380830052767315, 0.012066883527424787, 0.010674484653505121, 0.00880010580487235, 0.006593225406510476,1.570608145255714, -0.5234278670621841, -0.872293819638301, 0.17453848885768541, 1.2214412361598166, -0.8723884927665666, -0.5222309425280011, 0.5203486858457024, 0.8688747230702234, 0.17492559012565292, -0.5184224456511091, 0.17191904548741818
0.08974358974358974,0.09014711200959975,0.2558359440036937,0.6666666666666666,-1.0,1.0119558501434562,0.00020103192884740677, 0.00018963516257827518, 0.0002461224417927921, 0.00016393204125937988, 0.00020090216176078506, 0.00021098508061916953, 0.0006145712908581973, 0.0012199941390644508, 0.0013290560192118345, 0.0012967513717862655, 0.0010528002782417972, 0.0004902113950728577,0.007374630642229563, 0.0, 0.007374630642229562, 0.014749261284459126, 0.0073746306422295595, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007374630642229561, 0.0,0.00034208490177212007, 0.0003821283935115429, 0.00039387800081492247, 0.0002549161202225306, 0.00026119275188502504, 0.0003571675910231492, 0.002071046951913318, 0.005526495906102711, 0.005932523207980817, 0.004480534336368504, 0.003214202229395492, 0.0019460697381963163,1.6454941510950136, -0.7481491900081056, -0.7480429520416925, -0.2990687418212928, 1.0471689451775223, -0.7480951494220183, 0.5975761400261496, 1.0455571566794162, 0.5971503785308455, 0.8964060344666287, 0.7479422512235583, 0.000691061898787458
0.37155963302752293,0.3723276431237143,0.4502973485803441,0.5,-1.0,1.0075735154155716,0.0001410335727168264, 0.00014293501143320363, 0.00027224680430307295, 9.139176377319533e-05, 0.00021313335581830243, 0.00019976202846057505, 0.0005949070324088149, 0.0014613920616379757, 0.0013626462797543398, 0.0015206390436993012, 0.0010274262634751305, 0.000503608263531998,0.0, 0.022931333237881713, 0.022931333237881702, 0.0229313332378817, 0.0, 0.022931333237881702, 0.0229313332378817, 0.022931333237881695, 0.0, 0.02293133323788171, 0.0, 0.0,0.0001502625099003023, 0.00022337833258546531, 0.0002981824484618461, 0.00011991349200357743, 0.00020276141806309844, 0.0002601850220709922, 0.000942621734315278, 0.0020675937825509433, 0.0022472588677823636, 0.0020570536043758064, 0.0012008202690390638, 0.0006643511746835767,1.5513137521408193, -0.15471548341887223, -1.0079056406541471, -0.5043806498194549, 1.279602393551085, -0.7752319828036438, 0.037612368865078426, 0.9691892628680578, 0.7369400539526696, 0.7367111585138183, 0.8148033020364345, 0.23331975521001352
0.036613272311212815,0.03678435119352629,0.12482100562977907,0.0,-1.0,1.0006695410482074,0.00047590954735562757, 0.00041679097122409485, 0.0006404673394583835, 0.000331068342153369, 0.0005395290004914875, 0.0005187856718966687, 0.0004321287511431144, 0.0015011588849187282, 0.0013866557036742529, 0.001493789339255443, 0.001001812009941157, 0.0006506340201226137,0.007462215329191903, 0.022386645987575723, 0.014924430658383817, 0.014924430658383812, 0.007462215329191904, 0.014924430658383815, 0.014924430658383819, 0.007462215329191911, 0.014924430658383822, 0.014924430658383815, 0.014924430658383813, 0.014924430658383815,0.0013249468645526868, 0.0011635875856383941, 0.0022515675246471537, 0.000575596369204073, 0.0017480873779004012, 0.0016980901356318133, 0.003645493990424911, 0.009423216303368969, 0.0046548359751940336, 0.00347672270026778, 0.00278142880510937, 0.0024902467056220484,1.569929957069678, -0.3921793641629514, -0.7840611719155226, -0.39254373386509156, 0.784295094068515, -0.784442774638526, -0.7849895024235309, -0.3919429622958298, -0.7857641205210388, -0.39239577595984493, -0.7842649317229567, -0.7842059964525974
0.08056872037914692,0.08083455482982763,0.07947689236484702,0.0,-1.0,1.0017008617381107,0.0003124818937501923, 0.00039988877693790474, 0.0005061017656287, 0.00026639264763284016, 0.00037077206019284475, 0.00043070673033530015, 0.0005627501173986581, 0.0022872270126585276, 0.0015459434601102027, 0.001427587473829723, 0.0008687762716565026, 0.0006506885553507373,0.008096888282447921, 0.008096888282447921, 0.008096888282447921, 0.016193776564895842, 0.008096888282447921, 0.008096888282447921, 0.0, 0.008096888282447921, 0.016193776564895842, 0.016193776564895842, 0.016193776564895842, 0.008096888282447921,0.00034934739905962347, 0.0004602531546076005, 0.0005690941910360709, 0.000260140332022841, 0.00042773693107224937, 0.0004949588234411814, 0.0004634727398846816, 0.001162204367965002, 0.0018417768367324102, 0.0016775302816190473, 0.0010610505662961185, 0.0007199928256403807,1.5705760871476255, 0.09254453849051944, -0.27684002217003073, -0.46196427295353915, 0.46170589590567107, -0.09214582380996603, -0.09213922139285385, -0.46134190314661205, -0.09157771188706912, -0.2764717632248946, -0.2766326247304416, -0.09202754660268896
0.20502092050209206,0.20578707614746541,0.45370727919075454,1.0,-1.0,1.003134314120072,0.00021474487974016128, 0.0003208347211940294, 0.00032960256077842914, 0.0002115275515196603, 0.0002245774647056308, 0.00031073754724289206, 0.0003809768885613269, 0.0007989541730198075, 0.0012340882009483892, 0.001108828896203887, 0.0007279384213386412, 0.0004440452711509651,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.001121915328149728, 0.0013085706820348067, 0.0009612013294623403, 0.0010311471314236444, 0.0008933374717196765, 0.0011435147885022142, 0.0018241397935453993, 0.003009941286154605, 0.0033029788729191565, 0.002840586689053067, 0.0017738891341723907, 0.0010992865758390148,1.5383748206535242, -0.25618723068397703, -0.8969741420067848, -0.06405847754422062, 1.0253334111542833, -0.38423130818500484, -0.8966368437035337, -0.7033903142296424, -0.3828902183517049, 0.19200133780207632, -0.06387113991877208, -0.19195878395911722
0.045548654244306416,0.04602993737874656,0.08886900753125596,0.0,-1.0,1.0014970208719436,0.00043555450382848663, 0.00048312597713303263, 0.0005230749331771105, 0.00039310534042956186, 0.0004206414546902777, 0.000477692437177785, 0.0012893293453405815, 0.001776589006295405, 0.0010383666233213839, 0.0005261780442645968, 0.0005267990746488481, 0.0006342487046782341,0.013629469212970903, 0.013629469212970903, 0.0136294692129709, 0.0, 0.006814734606485454, 0.020444203819456355, 0.006814734606485453, 0.0, 0.006814734606485453, 0.0068147346064854515, 0.006814734606485451, 0.020444203819456355,0.0005000735382095858, 0.0006851152785385516, 0.000660508922154396, 0.0004697036193737762, 0.000479356422482303, 0.00059138922528444, 0.0026340473565404465, 0.0043193622889907525, 0.0027626322960375756, 0.0015142231477419375, 0.0015683014830625626, 0.0012384549241260623,1.5705131507684387, 1.285019224502357, -0.1426834417176669, -1.570561124036208, 0.42819893814142335, 0.9995652113745255, -1.2848922906640683, -1.2851787111438677, -0.7144933077796316, 1.570178743779524, 1.5702246208319404, 1.2852557837179843
0.06512605042016807,0.0655610174770694,0.11900148958112727,0.27272727272727276,-1.0,1.0009932549903866,0.0004155877453769765, 0.0006461657005910066, 0.0005368630845394828, 0.000506452446166355, 0.0003858461125044242, 0.0005343592497906339, 0.0011907045889542698, 0.0017874586329688269, 0.0008674227449191522, 0.0007639422280587093, 0.0007232534255596251, 0.0007003999299420484,0.0070597587721118946, 0.007059758772111893, 0.014119517544223774, 0.01411951754422379, 0.0070597587721118946, 0.0070597587721118885, 0.014119517544223793, 0.014119517544223777, 0.014119517544223796, 0.0070597587721118946, 0.0, 0.007059758772111895,0.0009139327207213703, 0.0012236785287150188, 0.0005132602119224711, 0.001056408806390667, 0.0005718071239189991, 0.0008171498417921261, 0.002366502248064203, 0.004170623109072712, 0.0017672033523225147, 0.0014073799684286912, 0.0012804018278772377, 0.0014759064882718595,1.6210854228575897, 1.2154848226635615, 0.6078177117822687, -1.01292403146842, 0.4052959338322161, 1.2156709744288567, -1.012061643821745, -0.6064214748658715, -0.6081373323063288, 1.0125345709870361, 1.012558304567665, 1.2149616633991165
0.2314410480349345,0.23237368035032058,0.38816344629924565,1.0,-1.0,1.007836476769028,0.0005665421242076362, 0.0005491940074408663, 0.00037482228900352735, 0.0005162063077839354, 0.0003989371065491632, 0.0003537883418808065, 0.0010757291845183363, 0.0012588325065165233, 0.0007347798561096026, 0.00047953284015339744, 0.0004976208520183365, 0.0007437887739514075,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0008334778025950702, 0.0009500647057238563, 0.000741527065328371, 0.0008450543160318956, 0.000656672075038509, 0.0006774686809947935, 0.0026330956921723444, 0.0033125348716556225, 0.0009327965569070573, 0.0012055801343320834, 0.001177293313895072, 0.0019400318233103772,1.6001076059210295, 1.1258603368763833, -0.29639727837132673, -1.2444265259083354, 1.007526873587439, 0.41472076517333156, -1.0072011170731405, -0.6509295991151942, -0.5331147308378127, 0.8886914014947322, 0.8887003485071544, 1.2451000699997516
0.07476635514018691,0.07516700470841994,0.2452597085144292,0.0,-1.0,1.0024109598474584,0.0007537375668013421, 0.0004281531820679191, 0.0006348874868475889, 0.0005236356601597901, 0.0006573971060916226, 0.0004037721187683259, 0.001566915470004101, 0.0007613754154853258, 0.0008970971328450147, 0.0009645967999351695, 0.0009371199434808689, 0.0005966573621930985,0.007933314781792407, 0.0, 0.007933314781792407, 0.007933314781792409, 0.007933314781792409, 0.007933314781792405, 0.0, 0.0, 0.007933314781792409, 0.015866629563584814, 0.01586662956358481, 0.01586662956358481,0.0032407585651269945, 0.0018759342258359393, 0.0032251628540221214, 0.0021205970963784244, 0.0030743178744505524, 0.002188449410845059, 0.007696891996043597, 0.0027767594543734357, 0.0023144594902052723, 0.0034063704716535163, 0.002938915497582186, 0.0018377596954788449,1.5679913656703777, 0.19467565133344183, -0.784280962466154, -1.5686494111706688, 1.5688222855646161, -0.19663118735637172, -1.3677671916877492, -0.9793878537628253, 0.7858882400337887, 0.5878702361090162, 0.5882916406199994, 0.5880662744808827
