R_N,R_L,R_M,R_P,Lam_min,Lam_max,M_s1, M_s2, M_s3, M_s4, M_s5, M_s6, M_s7, M_s8, M_s9, M_s10, M_s11, M_s12,P_s1, P_s2, P_s3, P_s4, P_s5, P_s6, P_s7, P_s8, P_s9, P_s10, P_s11, P_s12,M_u1, M_u2, M_u3, M_u4, M_u5, M_u6, M_u7, M_u8, M_u9, M_u10, M_u11, M_u12,P_u1, P_u2, P_u3, P_u4, P_u5, P_u6, P_u7, P_u8, P_u9, P_u10, P_u11, P_u12
0.036613272311212815,0.03678435119352629,0.12482100562977907,0.0,-1.0,1.0006695410482074,0.00047590954735562757, 0.00041679097122409485, 0.0006404673394583835, 0.000331068342153369, 0.0005395290004914875, 0.0005187856718966687, 0.0004321287511431144, 0.0015011588849187282, 0.0013866557036742529, 0.001493789339255443, 0.001001812009941157, 0.0006506340201226137,0.007462215329191903, 0.022386645987575723, 0.014924430658383817, 0.014924430658383812, 0.007462215329191904, 0.014924430658383815, 0.014924430658383819, 0.007462215329191911, 0.014924430658383822, 0.014924430658383815, 0.014924430658383813, 0.014924430658383815,0.0013249468645526868, 0.0011635875856383941, 0.0022515675246471537, 0.000575596369204073, 0.0017480873779004012, 0.0016980901356318133, 0.003645493990424911, 0.009423216303368969, 0.0046548359751940336, 0.00347672270026778, 0.00278142880510937, 0.0024902467056220484,1.569929957069678, -0.3921793641629514, -0.7840611719155226, -0.39254373386509156, 0.784295094068515, -0.784442774638526, -0.7849895024235309, -0.3919429622958298, -0.7857641205210388, -0.39239577595984493, -0.7842649317229567, -0.7842059964525974
0.08056872037914692,0.08083455482982763,0.07947689236484702,0.0,-1.0,1.0017008617381107,0.0003124818937501923, 0.00039988877693790474, 0.0005061017656287, 0.00026639264763284016, 0.00037077206019284475, 0.00043070673033530015, 0.0005627501173986581, 0.0022872270126585276, 0.0015459434601102027, 0.001427587473829723, 0.0008687762716565026, 0.0006506885553507373,0.008096888282447921, 0.008096888282447921, 0.008096888282447921, 0.016193776564895842, 0.008096888282447921, 0.008096888282447921, 0.0, 0.008096888282447921, 0.016193776564895842, 0.016193776564895842, 0.016193776564895842, 0.008096888282447921,0.00034934739905962347, 0.0004602531546076005, 0.0005690941910360709, 0.000260140332022841, 0.00042773693107224937, 0.0004949588234411814, 0.0004634727398846816, 0.001162204367965002, 0.0018417768367324102, 0.0016775302816190473, 0.0010610505662961185, 0.0007199928256403807,1.5705760871476255, 0.09254453849051944, -0.27684002217003073, -0.46196427295353915, 0.46170589590567107, -0.09214582380996603, -0.09213922139285385, -0.46134190314661205, -0.09157771188706912, -0.2764717632248946, -0.2766326247304416, -0.09202754660268896
0.20502092050209206,0.20578707614746541,0.45370727919075454,1.0,-1.0,1.003134314120072,0.00021474487974016128, 0.0003208347211940294, 0.00032960256077842914, 0.0002115275515196603, 0.0002245774647056308, 0.00031073754724289206, 0.0003809768885613269, 0.0007989541730198075, 0.0012340882009483892, 0.001108828896203887, 0.0007279384213386412, 0.0004440452711509651,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.001121915328149728, 0.0013085706820348067, 0.0009612013294623403, 0.0010311471314236444, 0.0008933374717196765, 0.0011435147885022142, 0.0018241397935453993, 0.003009941286154605, 0.0033029788729191565, 0.002840586689053067, 0.0017738891341723907, 0.0010992865758390148,1.5383748206535242, -0.25618723068397703, -0.8969741420067848, -0.06405847754422062, 1.0253334111542833, -0.38423130818500484, -0.8966368437035337, -0.7033903142296424, -0.3828902183517049, 0.19200133780207632, -0.06387113991877208, -0.19195878395911722
0.04390243902439024,0.04409667725653148,0.20255595613651053,0.0,-1.0,1.0012028578432965,0.000625480247917596, 0.0005143453048107048, 0.0008620659472689076, 0.00039440475088164343, 0.0007041231279632642, 0.0006227389119375106, 0.0005411861810791548, 0.0009893103994352676, 0.0014113691300103664, 0.001405592885287798, 0.0012468542399142136, 0.0007232566983833616,0.00801426697344335, 0.008014266973443353, 0.008014266973443348, 0.0, 0.008014266973443348, 0.008014266973443351, 0.0, 0.0, 0.008014266973443346, 0.008014266973443351, 0.00801426697344335, 0.008014266973443351,0.003976363431715067, 0.003339041337695287, 0.0035719992368178255, 0.002948332502403302, 0.003537993058919973, 0.002887476001833973, 0.0045564849301774095, 0.004654279776375904, 0.0069780862878570165, 0.007092185189470244, 0.005136027590158516, 0.006863991812830663,1.5689146025772134, 0.5220232143398889, -0.8724131086820193, -0.5218639059829473, 1.2206928653369868, -0.8733318416110109, 0.17912455720322734, 0.5231011107743297, 0.5286486076403009, 0.8742325112668137, 0.8718390530352575, 0.5256680038330479
0.028708133971291867,0.028821648162930244,0.02088529904779948,0.0,-1.0,1.0008485373383782,0.0007009368718199409, 0.0005528323704637896, 0.0008167661763622111, 0.00048124715568068164, 0.0007068789570692012, 0.0005986821970907342, 0.0007446204103296432, 0.001090902391788525, 0.001571674532783928, 0.001374618880713087, 0.0016423632810444152, 0.0009597477527812053,0.015475825879752676, 0.007737912939876334, 0.0, 0.007737912939876338, 0.015475825879752676, 0.0, 0.0, 0.007737912939876337, 0.007737912939876331, 0.0, 0.0, 0.007737912939876337,0.0006834081708168726, 0.00025915144727971213, 0.0006360978104090223, 0.0003965701116666836, 0.0006463031990121084, 0.0003427181398218758, 0.00047143509897344237, 0.0009038125931940216, 0.0011981799682849832, 0.001126533716596372, 0.0008764487752775349, 0.0005720767360016838,1.5704065281600263, -8.669231440603593e-07, -1.5704060643296696, -1.570602500106176, 1.5703936492955168, -1.0470138626083554, -1.0466981124832628, 0.0009860777502469936, 0.000944945139861925, 0.0008183688167146681, 0.0002919241058975362, 7.8313746132513e-05
0.10344827586206896,0.10375215324456785,0.09608123043094134,nan,-1.0,1.0015426766583062,0.0006954860707226023, 0.0004340377139824886, 0.0008247380141886177, 0.0004007258508232124, 0.0007371267430587064, 0.000558226966399414, 0.0007677296926313529, 0.0010153070136051429, 0.0014785761879561074, 0.0012897796406648185, 0.0012858640108733754, 0.000813745632133259,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0006887036546967086, 0.0004551166104200121, 0.0008645073557466933, 0.000435460190106166, 0.0007576131149567277, 0.0005916382260286258, 0.0005390929624888582, 0.0007762961614633598, 0.0014297128732568812, 0.0010214094818206604, 0.001177453508057514, 0.0007527533781672475,1.5703424510979787, 0.2621614658169445, -1.3080887999699191, -1.308901462440388, 1.5701014864887959, -1.0465606939786394, -1.0459746358894328, -0.259594730406789, 0.003842057985777044, 0.0034887834760227165, 0.26536492669980394, -0.5215241636666612
0.08430913348946135,0.08472990554507179,0.2706508932054152,0.0,-1.0,1.0038558836421587,0.0004943065222040015, 0.0005014425330980157, 0.0003477451602741708, 0.00046240380468075303, 0.0003505555253481758, 0.0003449936608866467, 0.00044606342522462316, 0.0007129539688396106, 0.001231838745647055, 0.0015182477410330731, 0.000867321882182517, 0.0011890622381155052,0.008034763819922745, 0.008034763819922745, 0.008034763819922745, 0.008034763819922743, 0.0, 0.008034763819922745, 0.008034763819922743, 0.008034763819922746, 0.0, 0.008034763819922743, 0.008034763819922743, 0.008034763819922746,0.0016794885485317114, 0.000943202165646769, 0.0013621116570446848, 0.0012273394486783532, 0.0012888916342436861, 0.0009029879163936085, 0.0035608628776545087, 0.0035609011470356757, 0.004740986523648941, 0.005335579255839847, 0.0031251562722152838, 0.006397637307925575,1.569522923559557, 1.2202170219188935, -0.6983199947170335, -1.220299716450703, 1.2211075658439645, 0.5227965827591698, -1.0376698718273771, -0.5335317544978501, -1.0398808504487418, -0.7037407828956311, -0.3450237992521205, 0.5269204231750538
0.05673758865248227,0.056992598762657866,0.1138406438834905,0.0,-1.0,1.001999704134128,0.0006373602765394909, 0.0006832870361511273, 0.00037180410129268474, 0.0006322724619404903, 0.0003877380073181047, 0.00045814098460085343, 0.0005032948662927148, 0.0010776608353463733, 0.0015428447021425833, 0.0019966941331390287, 0.0009221618089822155, 0.0012481181311228312,0.007873665798470663, 0.00787366579847066, 0.00787366579847066, 0.0, 0.007873665798470661, 0.007873665798470658, 0.0, 0.00787366579847066, 0.007873665798470658, 0.00787366579847066, 0.0, 0.0,0.0012099733709343252, 0.0010485146977006624, 0.0005137522368540047, 0.0010901588731766197, 0.0007857349067764467, 0.000558919843712659, 0.0015146607717430535, 0.0034385142996842546, 0.0021871876072686695, 0.002401431379426582, 0.003268857864245453, 0.004325013882730903,1.5697516978246207, 1.307113849433079, 0.26129660160500134, -1.5692620464474185, 1.3086556440365529, 0.7842577504819731, -1.3074324734856868, -0.5253210459545719, -0.5213760783862222, -0.5232228445103151, 0.004853778988558888, 0.7894974590601754
0.4107883817427386,0.4125886368561844,0.6294860136269134,1.0,-1.0,1.0045976959798948,0.0003015234479835413, 0.00040407065625090244, 0.00035934303421601943, 0.0003209022325152641, 0.0002561988093075454, 0.00033603396610965757, 0.0003414466977173434, 0.00043086373585634295, 0.000791768676392698, 0.0011196760370702516, 0.0006949555513858629, 0.0006419845959102635,0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0,0.0008808684238808588, 0.0008360819947138014, 0.0006569789101485861, 0.0007800545008830078, 0.0006628297872791585, 0.0006285849797561449, 0.0007442570590555115, 0.0014135483014574052, 0.002237250668604219, 0.0027913818712214738, 0.0012463290790153652, 0.0017401271374490952,1.5544319899136325, 1.0151441749879673, -0.6345000744783416, -1.2689209707970133, 1.173798561234352, 0.12685479299942143, -0.8881988054851067, -0.634122135520475, -0.4118229017840722, -0.5700258167796545, -0.09508797423721793, 0.8242971260351623
0.0821256038647343,0.08256149307670163,0.16851360316478808,0.0,-1.0,1.0017659518015185,0.0006356658667724094, 0.0006458982720716173, 0.0006143567342031159, 0.0005785558058887104, 0.0005518368387491088, 0.0005026770912216765, 0.0011120063424776702, 0.001463697938510068, 0.0009903511088876294, 0.0016136172774147074, 0.001010441390136297, 0.000778943505532172,0.008267349088394193, 0.008267349088394193, 0.008267349088394188, 0.0082673490883942, 0.008267349088394195, 0.0, 0.008267349088394202, 0.00826734908839419, 0.00826734908839419, 0.008267349088394195, 0.008267349088394195, 0.008267349088394193,0.0008180048755206783, 0.0016646300719125751, 0.0014924160841209698, 0.0010663842388557055, 0.0010315704345186369, 0.0015332639636581112, 0.0021828205427893398, 0.0023361556116284717, 0.003331992971619218, 0.0023824445182701014, 0.0031250689939946678, 0.002814218685913617,1.5704170175729981, 1.01622604292288, -0.27702132852946315, -1.2009275914780841, 0.6464973187162266, 0.8316179988763723, -0.09288894980266683, 0.8315269458578266, 1.200908300427109, 1.0160257338230267, 1.0159938143342273, 1.0161282946409758
